"","date","mod1.flow","mod2.flow"
"68",1984-03-08,18283.283813,12432.083739
"69",1984-03-09,17703.664308,12641.697755
"70",1984-03-10,17447.069275,12408.980195
"71",1984-03-11,16857.11023,12098.01178
"72",1984-03-12,16327.242616,11839.680449
"73",1984-03-13,16840.027341,11817.011534
"74",1984-03-14,16854.117857,12078.860748
"75",1984-03-15,17852.929993,12486.6803
"76",1984-03-16,19202.9469,13103.603147
"77",1984-03-17,19835.649718,13226.558532
"78",1984-03-18,19849.356261,13346.480895
"79",1984-03-19,19851.47284,13379.02191
"80",1984-03-20,20456.783692,13487.14789
"81",1984-03-21,22086.243592,15528.207822
"82",1984-03-22,23402.898195,20264.590578
"83",1984-03-23,25388.13025,21522.419983
"84",1984-03-24,29678.66482,22653.127259
"85",1984-03-25,34790.61339,26260.729917
"86",1984-03-26,38027.10413,27231.94347
"87",1984-03-27,36317.10535,25905.35827
"88",1984-03-28,34963.91786,32922.54994
"89",1984-03-29,58817.05566,75669.41563
"90",1984-03-30,103164.86644,118025.1294
"91",1984-03-31,125594.56641,120864.46094
"92",1984-04-01,111870.80565,93040.8008
"93",1984-04-02,84563.4419,63021.73193
"94",1984-04-03,63180.14136,47910.83872
"95",1984-04-04,54160.83229,43010.87881
"96",1984-04-05,55701.70973,47431.56007
"97",1984-04-06,92249.7185,59107.01342
"98",1984-04-07,138721.2837,70290.91603
"99",1984-04-08,119293.95703,66172.92261
"100",1984-04-09,88185.9912,54846.28443
"101",1984-04-10,64872.73388,45567.93639
"102",1984-04-11,53253.91795,39572.17443
"103",1984-04-12,45948.03015,35724.88659
"104",1984-04-13,41298.58556,32941.51758
"105",1984-04-14,38260.12598,31865.61999
"106",1984-04-15,37981.50696,35380.81066
"107",1984-04-16,50720.26833,45389.21521
"108",1984-04-17,71525.04761,53656.76465
"109",1984-04-18,74379.8779,54633.22755
"110",1984-04-19,67056.60986,50215.25927
"111",1984-04-20,57376.40261,44217.89429
"112",1984-04-21,48959.51441,39201.97531
"113",1984-04-22,42746.07911,36678.92736
"114",1984-04-23,43941.80689,37122.89793
"115",1984-04-24,61227.03649,40285.36913
"116",1984-04-25,74575.68872,45796.9934
"117",1984-04-26,72166.08643,50660.4547
"118",1984-04-27,61367.40355,49507.87124
"119",1984-04-28,50053.6344,44065.458
"120",1984-04-29,42734.47778,39808.32079
"121",1984-04-30,38573.70838,36623.06874
"122",1984-05-01,37725.91209,34524.73265
"123",1984-05-02,37938.37708,33544.86609
"124",1984-05-03,36706.50512,33584.01321
"125",1984-05-04,47155.37131,40556.87133
"126",1984-05-05,59257.55738,45687.68922
"127",1984-05-06,53342.93823,43273.41357
"128",1984-05-07,45938.16893,41352.73668
"129",1984-05-08,41641.41271,41942.38499
"130",1984-05-09,40239.31005,42573.78602
"131",1984-05-10,39861.62905,40922.11937
"132",1984-05-11,37678.29872,37676.65722
"133",1984-05-12,34562.92017,34405.7794
"134",1984-05-13,31816.29821,31691.86597
"135",1984-05-14,29589.31907,29774.49476
"136",1984-05-15,27828.44946,28506.791
"137",1984-05-16,26357.82239,27349.04186
"138",1984-05-17,24906.03028,26073.66309
"139",1984-05-18,23577.920723,24844.54228
"140",1984-05-19,22389.394472,23731.984261
"141",1984-05-20,21291.205445,22704.906249
"142",1984-05-21,20245.177122,21748.495849
"143",1984-05-22,19214.537841,21049.810668
"144",1984-05-23,19116.435302,21046.02478
"145",1984-05-24,19068.018309,20270.515442
"146",1984-05-25,18312.003113,19295.474672
"147",1984-05-26,17247.386719,18319.360596
"148",1984-05-27,16755.72864,17587.155578
"149",1984-05-28,15526.942991,16864.538331
"150",1984-05-29,15827.904907,17890.961424
"151",1984-05-30,19012.155029,19149.543028
"152",1984-05-31,19895.348388,19066.388978
"153",1984-06-01,19087.999634,18736.62378
"154",1984-06-02,17777.721248,18542.360719
"155",1984-06-03,16735.871155,18044.315675
"156",1984-06-04,15698.696959,17223.978578
"157",1984-06-05,14736.068849,16263.158568
"158",1984-06-06,13740.990233,15334.224487
"159",1984-06-07,12849.384276,14465.161254
"160",1984-06-08,12028.130066,13529.946594
"161",1984-06-09,11237.607909,12617.495514
"162",1984-06-10,10523.278807,11738.987487
"163",1984-06-11,9884.905579,10934.128571
"164",1984-06-12,9286.304688,10160.755188
"165",1984-06-13,8751.801635,9469.56262
"166",1984-06-14,8280.497436,8898.61011
"167",1984-06-15,7897.045625,8448.151672
"168",1984-06-16,7620.47275,8084.672424
"169",1984-06-17,7362.750518,7774.260072
"170",1984-06-18,7290.797881,7663.339205
"171",1984-06-19,8262.144652,8020.826018
"172",1984-06-20,9383.106504,8483.674716
"173",1984-06-21,9363.910276,8380.53366
"174",1984-06-22,8511.192962,7868.400786
"175",1984-06-23,7685.356262,7398.623659
"176",1984-06-24,7163.304932,7313.253539
"177",1984-06-25,7351.901279,7551.377199
"178",1984-06-26,7649.618226,7717.694184
"179",1984-06-27,7617.090056,7527.050171
"180",1984-06-28,7414.417297,7196.722047
"181",1984-06-29,6950.789245,6806.518068
"182",1984-06-30,6571.728975,7035.780242
"183",1984-07-01,8999.650389,8396.387848
"184",1984-07-02,8598.30145,8666.583923
"185",1984-07-03,9701.073945,9023.392733
"186",1984-07-04,12832.248688,9193.268185
"187",1984-07-05,16413.354676,10242.610781
"188",1984-07-06,15570.334901,11757.357606
"189",1984-07-07,16510.909302,14079.579408
"190",1984-07-08,25512.325608,18409.473817
"191",1984-07-09,28902.00245,16753.934754
"192",1984-07-10,22099.001582,14939.402041
"193",1984-07-11,17773.548767,13901.941284
"194",1984-07-12,15663.083009,13240.999999
"195",1984-07-13,14188.753235,12809.428342
"196",1984-07-14,12954.3985,13448.491699
"197",1984-07-15,12659.268432,14766.155088
"198",1984-07-16,13659.662168,14780.174989
"199",1984-07-17,13962.933778,13769.54645
"200",1984-07-18,13865.990539,13532.700683
"201",1984-07-19,13423.54712,12478.668915
"202",1984-07-20,12236.135406,11451.457704
"203",1984-07-21,12212.587982,12078.39212
"204",1984-07-22,11093.853058,11123.892701
"205",1984-07-23,10426.747345,10677.841553
"206",1984-07-24,9952.327578,10273.828429
"207",1984-07-25,9690.636936,10112.273896
"208",1984-07-26,9451.590821,10174.557769
"209",1984-07-27,9628.666136,10541.588622
"210",1984-07-28,9705.093903,10467.596255
"211",1984-07-29,9383.825622,10015.764315
"212",1984-07-30,8823.454651,9375.532836
"213",1984-07-31,8250.953704,8805.820159
"214",1984-08-01,7988.632142,8327.173645
"215",1984-08-02,7825.051698,8001.803071
"216",1984-08-03,7909.437743,8656.944124
"217",1984-08-04,7765.217895,8799.218323
"218",1984-08-05,7961.462067,8933.062196
"219",1984-08-06,8108.622345,8595.664366
"220",1984-08-07,7908.032288,8209.999753
"221",1984-08-08,7636.792297,8003.85547
"222",1984-08-09,7297.811919,8504.910492
"223",1984-08-10,8042.672396,9605.793791
"224",1984-08-11,15277.293478,11988.30487
"225",1984-08-12,31731.43041,14943.051636
"226",1984-08-13,42066.136,18954.497558
"227",1984-08-14,41168.53173,20793.251284
"228",1984-08-15,30165.70705,24389.511968
"229",1984-08-16,26640.39269,29900.10985
"230",1984-08-17,26595.18996,30522.92333
"231",1984-08-18,25251.2431,27245.39062
"232",1984-08-19,22869.077394,23830.727366
"233",1984-08-20,21213.862551,20906.651855
"234",1984-08-21,18525.70514,18624.458313
"235",1984-08-22,16197.877077,16863.578189
"236",1984-08-23,14569.807187,15916.974487
"237",1984-08-24,14168.592957,15546.87262
"238",1984-08-25,13566.962889,14954.434142
"239",1984-08-26,12692.322939,14234.99347
"240",1984-08-27,11835.468414,13584.553955
"241",1984-08-28,11041.08621,12958.803039
"242",1984-08-29,10310.061249,12311.876191
"243",1984-08-30,9642.173159,11716.715242
"244",1984-08-31,9124.452483,11175.072142
"245",1984-09-01,8658.584902,10627.274965
"246",1984-09-02,8212.844603,10169.479856
"247",1984-09-03,8148.530913,10020.125276
"248",1984-09-04,8982.999728,10108.697999
"249",1984-09-05,8657.085143,9656.168579
"250",1984-09-06,8364.031921,9350.459227
"251",1984-09-07,7855.711549,9028.857542
"252",1984-09-08,7379.036895,8708.0585
"253",1984-09-09,6964.897094,8372.180541
"254",1984-09-10,6585.603273,8004.606231
"255",1984-09-11,6244.731535,7611.081879
"256",1984-09-12,5947.58226,7220.195038
"257",1984-09-13,5658.351285,6863.743133
"258",1984-09-14,5368.05162,6571.802459
"259",1984-09-15,5207.810667,6329.569213
"260",1984-09-16,4873.394485,6098.482177
"261",1984-09-17,4663.478334,5873.471755
"262",1984-09-18,4441.641233,5629.470566
"263",1984-09-19,4226.732542,5380.123323
"264",1984-09-20,4047.231551,5133.905975
"265",1984-09-21,3865.80989,4899.190172
"266",1984-09-22,3680.299486,4678.528138
"267",1984-09-23,3509.858581,4468.524015
"268",1984-09-24,3387.93306,4281.198911
"269",1984-09-25,3222.35884,4087.164826
"270",1984-09-26,3036.326985,3897.694949
"271",1984-09-27,2863.968527,3737.686066
"272",1984-09-28,3308.552132,4757.424531
"273",1984-09-29,3307.542249,4273.653123
"274",1984-09-30,3303.281297,4485.169555
"275",1984-10-01,5189.570235,6722.90036
"276",1984-10-02,5970.046767,6490.237914
"277",1984-10-03,5670.406707,6922.06781
"278",1984-10-04,5658.352842,7350.411713
"279",1984-10-05,5795.076766,7600.175659
"280",1984-10-06,5962.761049,7611.867065
"281",1984-10-07,6059.836532,7573.112123
"282",1984-10-08,6068.130492,7561.23004
"283",1984-10-09,5981.996521,7498.491425
"284",1984-10-10,5807.82634,7260.704498
"285",1984-10-11,5569.887132,6930.519747
"286",1984-10-12,5286.749115,6597.598816
"287",1984-10-13,4986.098741,6275.72023
"288",1984-10-14,4675.671296,5948.101563
"289",1984-10-15,4367.715576,5629.903537
"290",1984-10-16,4174.503266,5361.546403
"291",1984-10-17,3918.727095,5093.026278
"292",1984-10-18,3673.601394,4843.42563
"293",1984-10-19,3488.632795,4610.892517
"294",1984-10-20,3354.355822,4435.337646
"295",1984-10-21,3202.296813,4280.135926
"296",1984-10-22,3073.96521,4334.707413
"297",1984-10-23,3080.834543,5115.902708
"298",1984-10-24,4918.720231,6145.908174
"299",1984-10-25,6539.387881,6291.767792
"300",1984-10-26,6206.256498,6272.098543
"301",1984-10-27,5657.092697,6249.078216
"302",1984-10-28,5422.417512,6401.268707
"303",1984-10-29,6873.067124,7463.820068
"304",1984-10-30,7123.274473,7678.313479
"305",1984-10-31,7204.798919,7878.49603
"306",1984-11-01,6825.453279,7816.670288
"307",1984-11-02,6473.836212,7687.496734
"308",1984-11-03,6176.589645,7656.352935
"309",1984-11-04,5967.35724,7831.649903
"310",1984-11-05,7403.729644,9135.984402
"311",1984-11-06,8060.591675,9411.000275
"312",1984-11-07,8406.666718,9484.365906
"313",1984-11-08,7889.443023,9245.326448
"314",1984-11-09,7327.50995,9082.763976
"315",1984-11-10,6891.24182,9003.183441
"316",1984-11-11,6695.576753,9070.978332
"317",1984-11-12,6428.730712,8848.042755
"318",1984-11-13,6202.260268,8633.448822
"319",1984-11-14,6018.982131,8454.546478
"320",1984-11-15,5855.042954,8333.53418
"321",1984-11-16,5704.852907,8231.593172
"322",1984-11-17,5563.811769,8100.712279
"323",1984-11-18,5444.105483,8303.959502
"324",1984-11-19,6384.761522,8998.720826
"325",1984-11-20,6108.875533,8863.927216
"326",1984-11-21,6198.705319,8997.247499
"327",1984-11-22,6155.537048,9145.170655
"328",1984-11-23,6074.115772,9267.95874
"329",1984-11-24,6008.589599,9243.902067
"330",1984-11-25,5935.996964,9026.997255
"331",1984-11-26,5801.610917,8685.715179
"332",1984-11-27,5624.939121,9573.359678
"333",1984-11-28,6587.255861,11375.175447
"334",1984-11-29,26636.697528,19356.793517
"335",1984-11-30,62912.72923,36140.15528
"336",1984-12-01,66744.93726,52271.08129
"337",1984-12-02,54948.5918,48759.34032
"338",1984-12-03,41033.7832,39000.98707
"339",1984-12-04,32159.35669,31955.62537
"340",1984-12-05,26617.50952,27273.71511
"341",1984-12-06,23346.546934,24560.145621
"342",1984-12-07,22214.910702,21808.584473
"343",1984-12-08,20440.222476,20011.486452
"344",1984-12-09,18476.551637,18629.867369
"345",1984-12-10,17095.404845,17959.206909
"346",1984-12-11,16306.598694,18003.585145
"347",1984-12-12,15582.155884,18197.762453
"348",1984-12-13,15160.960391,18382.654664
"349",1984-12-14,14851.046142,18722.17987
"350",1984-12-15,14658.942019,19128.638488
"351",1984-12-16,14755.86267,19121.082519
"352",1984-12-17,15147.913024,18571.789857
"353",1984-12-18,15574.284728,17745.143616
"354",1984-12-19,15636.299561,16913.795533
"355",1984-12-20,15400.734924,16306.909302
"356",1984-12-21,15215.850465,16389.885191
"357",1984-12-22,16036.607973,17931.753785
"358",1984-12-23,18101.979737,21161.506773
"359",1984-12-24,22003.316404,24116.199752
"360",1984-12-25,23780.494813,25206.21067
"361",1984-12-26,22085.403991,23922.345934
"362",1984-12-27,19566.438902,22058.27405
"363",1984-12-28,17661.705078,21350.540833
"364",1984-12-29,16445.19391,21073.46051
"365",1984-12-30,15581.157775,19994.390868
"366",1984-12-31,15104.771546,18574.158752
"367",1985-01-01,14799.26001,16998.372376
"368",1985-01-02,15039.034546,16917.896912
"369",1985-01-03,16322.466429,17441.548645
"370",1985-01-04,16897.742006,18046.570557
"371",1985-01-05,17073.55829,18835.934509
"372",1985-01-06,17550.452393,19403.566468
"373",1985-01-07,17509.576356,19548.98468
"374",1985-01-08,17089.257203,19055.785279
"375",1985-01-09,16714.211975,18182.057127
"376",1985-01-10,16294.934508,17272.663147
"377",1985-01-11,15828.469847,16478.146669
"378",1985-01-12,15276.037658,15700.39319
"379",1985-01-13,14643.119567,14971.144592
"380",1985-01-14,13958.309634,14225.396423
"381",1985-01-15,13441.512513,13555.654051
"382",1985-01-16,13012.723818,12969.933838
"383",1985-01-17,12645.760742,12518.049496
"384",1985-01-18,12241.023439,12056.382231
"385",1985-01-19,11908.933991,11776.464263
"386",1985-01-20,11590.031159,11396.40979
"387",1985-01-21,11168.778016,11002.866026
"388",1985-01-22,10735.170166,10627.28656
"389",1985-01-23,10318.214566,10231.023471
"390",1985-01-24,9900.59201,9830.192933
"391",1985-01-25,9500.518585,9529.510192
"392",1985-01-26,9218.585267,9176.223664
"393",1985-01-27,9037.034639,8817.788176
"394",1985-01-28,8820.037263,8502.561369
"395",1985-01-29,8577.537413,8280.853303
"396",1985-01-30,8349.214479,8167.552154
"397",1985-01-31,8229.509794,9016.658904
"398",1985-02-01,9704.210509,11173.048003
"399",1985-02-02,11814.730407,12859.506653
"400",1985-02-03,13001.563354,13376.132629
"401",1985-02-04,12464.533723,13432.96997
"402",1985-02-05,11751.811372,13382.25598
"403",1985-02-06,11308.782837,13218.589415
"404",1985-02-07,11482.445832,12663.34613
"405",1985-02-08,11747.065032,11785.881256
"406",1985-02-09,11348.694459,10932.645813
"407",1985-02-10,10769.39395,10200.2955
"408",1985-02-11,10164.588534,9725.607235
"409",1985-02-12,29496.402292,41923.964452
"410",1985-02-13,72907.19968,94928.04591
"411",1985-02-14,87863.37721,103185.15406
"412",1985-02-15,64604.04028,83303.03102
"413",1985-02-16,47494.45202,55489.04162
"414",1985-02-17,36058.37489,37720.7058
"415",1985-02-18,28569.56472,28042.34804
"416",1985-02-19,26995.50365,22967.856392
"417",1985-02-20,32506.80117,20855.447328
"418",1985-02-21,44063.95471,19222.600827
"419",1985-02-22,52853.5984,17919.030822
"420",1985-02-23,54138.3042,18067.095886
"421",1985-02-24,56151.03054,21436.046508
"422",1985-02-25,63377.32299,40161.19469
"423",1985-02-26,77704.68334,67742.63625
"424",1985-02-27,80035.23286,70862.98388
"425",1985-02-28,68589.34226,59098.44603
"426",1985-03-01,55867.91895,48029.36011
"427",1985-03-02,45437.22144,38973.34965
"428",1985-03-03,37183.49803,32690.60704
"429",1985-03-04,31797.50076,28340.33436
"430",1985-03-05,27963.24756,24984.550778
"431",1985-03-06,25144.97173,22661.841795
"432",1985-03-07,23318.668277,21097.489439
"433",1985-03-08,22297.130738,20056.217591
"434",1985-03-09,21523.532962,19254.555971
"435",1985-03-10,20632.794861,18512.001221
"436",1985-03-11,19786.804383,17902.861693
"437",1985-03-12,19498.301392,17552.462831
"438",1985-03-13,19447.467468,17513.47412
"439",1985-03-14,20174.38684,18186.589233
"440",1985-03-15,22127.600953,20437.736879
"441",1985-03-16,23331.601196,21685.261169
"442",1985-03-17,22457.45587,20674.95807
"443",1985-03-18,20689.443726,18848.463196
"444",1985-03-19,18797.232363,17336.408387
"445",1985-03-20,17247.006224,16200.002933
"446",1985-03-21,16083.716246,15357.057618
"447",1985-03-22,15284.325194,15247.735411
"448",1985-03-23,16008.565494,17058.798704
"449",1985-03-24,17694.845948,20099.227477
"450",1985-03-25,21162.751465,22716.766417
"451",1985-03-26,25902.439078,23587.236756
"452",1985-03-27,30878.49316,25191.65889
"453",1985-03-28,30836.40064,27664.06081
"454",1985-03-29,28474.05067,28322.96546
"455",1985-03-30,28316.03309,30456.79238
"456",1985-03-31,30608.2086,34744.90527
"457",1985-04-01,32613.17859,38965.56602
"458",1985-04-02,35810.36182,42353.65782
"459",1985-04-03,40289.59095,41257.88195
"460",1985-04-04,41895.17238,36193.58728
"461",1985-04-05,37114.99049,31391.49466
"462",1985-04-06,31093.72533,28020.82629
"463",1985-04-07,26730.70374,25463.30204
"464",1985-04-08,23592.408878,23420.797193
"465",1985-04-09,21371.587097,21903.835326
"466",1985-04-10,19793.446167,20749.081297
"467",1985-04-11,18781.809692,19876.065794
"468",1985-04-12,18059.850219,19130.108338
"469",1985-04-13,17334.527648,18420.870115
"470",1985-04-14,16648.632569,17754.654725
"471",1985-04-15,16056.82538,17137.778748
"472",1985-04-16,15484.806276,16538.528016
"473",1985-04-17,14918.999877,15926.952089
"474",1985-04-18,14301.242677,15306.790771
"475",1985-04-19,13665.881713,14702.835879
"476",1985-04-20,13072.435913,14121.830509
"477",1985-04-21,12524.391754,13591.48761
"478",1985-04-22,11954.369904,13052.808776
"479",1985-04-23,11355.560636,12464.355073
"480",1985-04-24,10766.457335,11852.756805
"481",1985-04-25,10568.56143,11555.359376
"482",1985-04-26,9884.831328,10859.343751
"483",1985-04-27,9353.592346,10312.890501
"484",1985-04-28,8872.203277,9811.637086
"485",1985-04-29,8478.149932,9356.476744
"486",1985-04-30,8133.773893,8942.595153
"487",1985-05-01,7793.129914,8528.136138
"488",1985-05-02,7558.720886,8925.050293
"489",1985-05-03,10257.407165,11914.941133
"490",1985-05-04,14823.2984,17395.032837
"491",1985-05-05,23573.462155,21111.116516
"492",1985-05-06,31106.36047,25882.937179
"493",1985-05-07,28110.55381,26924.3086
"494",1985-05-08,22583.184822,23997.86983
"495",1985-05-09,18105.748597,20400.529665
"496",1985-05-10,15313.031068,17709.744262
"497",1985-05-11,13528.654358,16096.859742
"498",1985-05-12,12114.599641,15213.517457
"499",1985-05-13,11780.940796,14389.6817
"500",1985-05-14,10718.889526,13481.77893
"501",1985-05-15,10167.819093,12731.789004
"502",1985-05-16,9809.915649,12486.961427
"503",1985-05-17,10687.182495,13503.391783
"504",1985-05-18,11164.740998,14368.447509
"505",1985-05-19,12756.789673,15493.264833
"506",1985-05-20,13330.835449,15588.169736
"507",1985-05-21,12921.795348,15366.505251
"508",1985-05-22,12969.355837,15124.994322
"509",1985-05-23,12919.217195,16215.38226
"510",1985-05-24,12855.560181,16286.739379
"511",1985-05-25,12666.644103,16378.586302
"512",1985-05-26,12554.941653,18147.298707
"513",1985-05-27,13101.638306,22188.721803
"514",1985-05-28,14893.258788,23610.137875
"515",1985-05-29,16161.418759,21393.60211
"516",1985-05-30,15717.422729,19114.630064
"517",1985-05-31,15741.173827,18740.960937
"518",1985-06-01,15585.098815,18576.278138
"519",1985-06-02,16347.875549,27331.765741
"520",1985-06-03,23251.366038,45052.60669
"521",1985-06-04,32484.13489,41241.49061
"522",1985-06-05,31806.04322,34295.81446
"523",1985-06-06,27543.29587,28231.97437
"524",1985-06-07,23000.357538,23629.962219
"525",1985-06-08,20199.936094,21257.774476
"526",1985-06-09,18462.533997,19780.556092
"527",1985-06-10,17880.90558,18228.208498
"528",1985-06-11,17402.605349,16974.777954
"529",1985-06-12,16631.496218,15941.123779
"530",1985-06-13,15431.14325,14904.355955
"531",1985-06-14,14291.904358,13835.959654
"532",1985-06-15,13201.22174,12788.83954
"533",1985-06-16,12414.886811,12007.251554
"534",1985-06-17,11690.346925,11570.091767
"535",1985-06-18,11286.803806,11218.906584
"536",1985-06-19,10929.938384,10814.64087
"537",1985-06-20,10518.255278,10442.607121
"538",1985-06-21,10099.346894,10036.062895
"539",1985-06-22,9662.5961,9550.263705
"540",1985-06-23,9227.795778,9102.158078
"541",1985-06-24,8889.521669,8615.162964
"542",1985-06-25,8347.429962,8053.314727
"543",1985-06-26,7731.89569,7512.149688
"544",1985-06-27,7217.849793,7017.099946
"545",1985-06-28,6759.185762,6571.459718
"546",1985-06-29,6334.661637,6150.116166
"547",1985-06-30,5913.32744,5750.934969
"548",1985-07-01,5525.605332,5349.829055
"549",1985-07-02,5317.901246,4996.931703
"550",1985-07-03,5257.169449,4762.745667
"551",1985-07-04,4954.276172,4601.288773
"552",1985-07-05,4911.982681,4450.423828
"553",1985-07-06,4871.97722,4308.8403
"554",1985-07-07,4737.061067,4184.427033
"555",1985-07-08,4663.778366,4089.911177
"556",1985-07-09,4647.37027,4030.207824
"557",1985-07-10,4757.894012,4026.491151
"558",1985-07-11,4794.141741,4071.609618
"559",1985-07-12,5514.220045,5127.379274
"560",1985-07-13,10988.970217,8913.081526
"561",1985-07-14,17908.372438,15706.763369
"562",1985-07-15,18338.038393,17024.033325
"563",1985-07-16,16597.264404,15976.746218
"564",1985-07-17,15094.656677,14586.984866
"565",1985-07-18,14094.893311,13392.117555
"566",1985-07-19,13087.981136,12406.785978
"567",1985-07-20,11881.318819,11281.528471
"568",1985-07-21,10522.279239,10045.311064
"569",1985-07-22,9254.704526,8921.582949
"570",1985-07-23,8194.328611,8019.725893
"571",1985-07-24,7405.62802,7445.011992
"572",1985-07-25,7380.502317,7445.775877
"573",1985-07-26,7767.771577,8254.333039
"574",1985-07-27,10175.826142,10554.089114
"575",1985-07-28,15089.069826,11830.199159
"576",1985-07-29,14339.055298,10706.51355
"577",1985-07-30,11341.517515,9628.362214
"578",1985-07-31,9885.735261,9073.448973
"579",1985-08-01,8957.587737,8790.049713
"580",1985-08-02,8434.223146,8529.372285
"581",1985-08-03,7978.881593,8155.600344
"582",1985-08-04,7499.006438,7764.91327
"583",1985-08-05,7141.085846,7458.521941
"584",1985-08-06,6878.456573,7232.094911
"585",1985-08-07,6612.784391,7034.010161
"586",1985-08-08,7246.984985,7719.43744
"587",1985-08-09,7832.610899,7921.682556
"588",1985-08-10,8009.377196,7736.47272
"589",1985-08-11,7491.550203,7191.3739
"590",1985-08-12,6883.065186,6636.224361
"591",1985-08-13,6388.045959,6132.381744
"592",1985-08-14,5936.812611,5686.03998
"593",1985-08-15,5520.31244,5344.252945
"594",1985-08-16,5300.640886,5134.76523
"595",1985-08-17,5238.889911,5034.654801
"596",1985-08-18,5706.59752,5824.03589
"597",1985-08-19,5641.761461,5299.056306
"598",1985-08-20,5006.54991,5053.207354
"599",1985-08-21,5026.007217,5682.009246
"600",1985-08-22,5473.270066,6398.4075
"601",1985-08-23,6303.671481,6726.646545
"602",1985-08-24,6822.104004,6845.597715
"603",1985-08-25,7338.970673,7497.047789
"604",1985-08-26,7571.351044,7394.47528
"605",1985-08-27,7917.147582,7257.065582
"606",1985-08-28,7627.702269,6997.033936
"607",1985-08-29,7160.30652,6625.397063
"608",1985-08-30,6570.424562,6251.814348
"609",1985-08-31,6034.674574,5918.342512
"610",1985-09-01,5584.697478,5616.297468
"611",1985-09-02,5216.608309,5326.73976
"612",1985-09-03,4862.814287,5013.465225
"613",1985-09-04,4528.540131,4672.626648
"614",1985-09-05,4211.437301,4320.652419
"615",1985-09-06,3916.293396,4007.861328
"616",1985-09-07,3606.398987,3748.252516
"617",1985-09-08,3452.529633,3684.571368
"618",1985-09-09,3403.335817,3576.237044
"619",1985-09-10,3526.355226,3469.141189
"620",1985-09-11,3686.394271,3225.779388
"621",1985-09-12,3232.467668,2925.670793
"622",1985-09-13,2875.429216,2682.705223
"623",1985-09-14,2615.966293,2468.3007495
"624",1985-09-15,2413.6775514,2267.6496888
"625",1985-09-16,2242.6080323,2078.0797884
"626",1985-09-17,2087.7638625,1901.3164443
"627",1985-09-18,1941.6355438,1738.933548
"628",1985-09-19,1802.7492143,1590.1449888
"629",1985-09-20,1671.1451492,1453.02388
"630",1985-09-21,1546.8801307,1325.7077561
"631",1985-09-22,1430.3131983,1216.7124178
"632",1985-09-23,1361.1468964,1126.0986634
"633",1985-09-24,1254.3799972,1024.7857474
